TR:DIFI:CellLine,TR:EGF,TR:HGF,TR:IGF1,TR:TGFb,TR:TNFa,TR:EGFRi,TR:IKKi,TR:MEKi,TR:PI3Ki,TR:PLXi,TR:TAK1i,TR:TBK1i,TR:mTORi,DA:ALL,DV:AKT,DV:EGFR,DV:ERK,DV:GSK3,DV:IkBa,DV:JNK,DV:MEK,DV:PI3K,DV:RPS6,DV:RSKp90,DV:SMAD2,DV:cJun,DV:mTOR,DV:p38
1,1,0,0,0,0,0,0,0,1,0,0,0,0,30,-4.82245702232,-0.0509875692359,-0.216811389073,-0.181884383105,-0.39854937649,-0.111892880071,0.714413752176,nan,-1.24914887958,-0.762090188322,-0.510961919277,1.15501453491,-0.265590110738,-0.544320516224
1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,-4.92937222624,-0.222223754119,-0.725825036561,-0.742763438704,-0.584962500721,-0.60665757182,-0.632857190825,nan,-2.88473745337,-0.762090188322,-0.636492801361,0.0877161456213,-0.92940803217,-0.669851398308
1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,-5.04484944366,-1.33259408111,-0.782408564927,-0.634005123658,0.94937392693,-0.673771767679,-0.632857190825,nan,-3.21960460396,-1.21665605179,-0.636492801361,0.571984646723,-0.697782331055,-0.906890595609
1,0,0,0,1,0,0,0,0,1,0,0,0,0,30,-4.87492444222,-0.117502763616,-0.519374159094,0.101283335837,-0.742503777708,-0.818161677014,-0.493694443154,nan,-2.98059746878,-0.781718995071,1.96585177759,0.720507171433,-0.584962500721,-0.760049207279
1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,-4.74716889502,-0.114212693681,-0.568283759575,0.0777182491181,-0.742503777708,-0.60665757182,0.0291463456595,nan,-2.47486165921,-0.203359229174,-0.487115177323,0.611982714655,-0.591360271919,-0.626782676416
1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,-5.0298991022,-0.846075268234,-0.495527417139,-0.491069759753,-0.512206158286,-0.74416109557,1.56917361492,-0.490325626583,-2.79001879612,-0.479690457621,-0.559871519758,0.669974437414,nan,-0.807354922058
1,1,0,0,0,0,0,0,0,0,0,0,0,1,30,-4.95738660241,-0.971440770018,-0.25633975326,-1.19286552183,-0.121015400961,-0.111892880071,1.2382877435,-0.182203331221,-0.836600932326,-0.596504122604,-0.662965012722,0.305469672154,nan,-0.392317422779
1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,-5.2374945216,-1.09570937275,-0.472068444315,-0.659369189146,-0.442943495849,-0.111892880071,1.54717783826,-0.0752881273042,-3.11920270701,-1.35683370984,-0.487115177323,0.43216167707,nan,-0.714245517666
1,0,0,0,0,1,0,0,0,0,0,0,0,1,30,-5.20354718968,-1.93035786405,-0.618909832644,0.0582146139453,1.12691211248,-0.673771767679,1.20802030383,-0.560714954474,-3.23266075679,-1.35683370984,-0.584962500721,1.26661874318,nan,-0.856264522539
1,0,0,0,1,0,0,0,0,0,0,0,0,1,30,-5.13795884805,-0.722364821774,-0.381870635344,-0.705172878759,-0.313660478904,-0.481126689737,1.2776811818,-0.127755547198,-2.71023972214,-0.257298036285,1.13673633679,0.617607263849,nan,-0.760049207279
1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,-5.04484944366,-1.078508632,-0.618909832644,-0.585155387283,-0.313660478904,-0.542527234401,1.34413283113,-0.0246620542343,-2.54641492023,-0.667762805774,-0.636492801361,0.39334242818,nan,-0.906890595609
1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0.49495559144,0.376836855933,-0.568283759575,0.225090128891,-0.715023041286,-0.574236094128,nan,-0.560714954474,-1.85414913354,-0.14499506666,-0.341036917835,0.170403427924,-0.307109380176,-0.669851398308
1,1,0,0,0,0,0,0,1,0,0,0,0,0,30,1.30350987635,0.500743044675,0.551015168798,0.0343061220373,0.534336427651,0.634350527683,nan,0.204819791888,0.20756665095,0.188327782828,0.489038080723,1.08771614562,0.194771379051,0.435501601839
1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,1.26045233264,0.292585519691,-0.178337241259,0.0533901630104,-0.273018494406,-0.2587342684,nan,-0.423211430725,-0.908111961744,0.368306448934,0.0084122398162,-0.2587342684,-0.344445531449,-0.254813899029
1,0,0,0,0,1,0,0,1,0,0,0,0,0,30,0.0292920190914,-1.00354657432,-0.426264754702,-0.227222338941,1.4025465551,-0.481126689737,nan,-0.560714954474,-1.08920796671,-0.742724863455,-0.351763324428,0.319341846736,-0.850552611459,-0.392317422779
1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,0.0921416684192,0.262528285835,-0.472068444315,0.124823505242,-0.635588573791,-0.481126689737,nan,-0.71271804792,-1.78520177982,0.0171411328214,1.97016477046,0.0877161456213,-0.480328959531,-0.504792152037
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,0.72664002584,0.244701288863,-0.568283759575,-0.165784165789,-0.488747185462,-0.365649472317,nan,-0.238786859587,-1.35224237254,0.313858664911,-0.309328058108,-0.279492828567,-0.286200390413,-0.584962500721
1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0.158498559319,-3.15983971017,0.0655883416276,-0.840571126612,0.171766348266,-0.574236094128,2.64550404266,-0.238786859587,-3.00839592112,-0.101178834367,0.182060327301,0.76172983416,-0.613978574581,-0.807354922058
1,1,0,0,0,0,0,0,0,0,0,0,1,0,30,0.571699400118,-2.61927132881,0.913585248183,-0.167516092816,0.257496222292,-0.2587342684,4.4015413109,-0.297680548641,-1.53020469305,0.707936545555,0.337034987278,1.10783774154,-0.322992421782,-0.544320516224
1,0,0,1,0,0,0,0,0,0,0,0,1,0,30,1.4639357184,-3.11970031932,0.355094958823,-0.121888418403,0.439699553513,-0.365649472317,3.14684138833,-0.423211430725,-2.57107697447,0.247624966511,0.791600850743,1.02561064368,-0.371718461599,-0.760049207279
1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,-0.324890274801,-3.36872786716,0.381090167356,-0.289506617195,1.09621531526,-0.542527234401,2.61025652089,-0.127755547198,-2.82419591143,-0.0408062163879,0.830074998558,1.2193130284,-0.468503524134,-0.760049207279
1,0,0,0,1,0,0,0,0,0,0,0,1,0,30,0.133400422432,-3.0678613878,0.246160587269,-0.9499593175,0.257496222292,-0.311201688294,2.66141456116,-0.127755547198,-2.99165265729,0.420773868828,1.40232644753,0.786908397156,-0.704701744995,-0.856264522539
1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,0.300186118227,-3.41116313348,0.406625259463,-0.722253879034,0.364411426209,-0.311201688294,2.97325514477,-0.127755547198,-2.88473745337,0.266861185374,0.440128480242,0.859910228098,-0.623781749612,-0.760049207279
1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,-0.917284943942,-0.158709514235,-0.236440195822,-0.608785133668,-0.293196376344,-0.2587342684,-0.53575850272,-0.127755547198,-0.751925624945,0.142198612098,-0.18903382439,-0.248465932946,-0.360747343778,-0.466318004223
1,1,0,0,0,0,0,1,0,0,0,0,0,0,30,-0.835396078032,-0.180336117059,0.480625840906,-1.28198276681,0.487793841714,0.48849966122,-0.155278225478,0.161751069997,1.50954148574,-0.0889005045889,0.464790534476,0.143364175171,-0.578592975845,0.840343334012
1,0,0,1,0,0,0,1,0,0,0,0,0,0,30,-0.314662382126,-0.215157478568,-0.104336659815,-1.24037701464,0.0806184602083,0.219313028404,-1.02974734339,-0.0246620542343,0.502664478995,-0.299118211979,-0.0603005102678,-0.77330744123,-1.13835492244,0.118644496499
1,0,0,0,0,1,0,1,0,0,0,0,0,0,30,-0.850092589239,-1.43833333465,-0.381870635344,-0.412981645649,0.257496222292,-0.20810819533,-0.460904508036,-0.238786859587,-0.811896646484,-0.863019097173,-0.0780025120013,0.87876925535,-0.492252126906,-0.428843298804
1,0,0,0,1,0,0,1,0,0,0,0,0,0,30,-0.787461600968,-2.39510328258,0.188445089413,-1.34722211505,-0.0166787411466,-0.111892880071,-0.078656943875,-0.127755547198,-3.07150596498,-0.0889005045889,0.282587203255,-0.289985202385,-0.897346822938,-0.626782676416
1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,-0.579963394932,-0.32877574176,0.0,-0.267516028653,-0.195015982405,-0.0660891904578,-0.00590060143968,0.0242475462467,-0.476802069776,-0.138653539786,0.0415791037514,0.038247469357,-0.240234536461,-0.222392421336
1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,-0.535074439334,-0.477956936915,-0.14086253584,-0.317594951177,-0.05062607307,-0.111892880071,2.02914634566,-0.127755547198,-1.03245318841,-0.0231763223661,-0.237943424871,-0.0129778539982,-0.129017057862,-0.466318004223
1,1,0,0,0,0,0,0,0,0,1,0,0,0,30,-0.188942776771,-0.333869109948,0.783188610927,-0.393089123809,0.665580960929,0.48849966122,3.19521902161,0.071553261025,0.725760139458,0.657813066129,0.615570486652,1.01286215094,0.443481477293,0.728697978183
1,0,0,1,0,0,0,0,0,0,1,0,0,0,30,0.588145753482,-0.518699608507,0.128324096976,0.192548637885,0.0806184602083,0.25583890443,1.92444896699,-0.0246620542343,-0.536262203871,-0.0408062163879,0.182060327301,0.0714143332922,0.046069648696,-0.0418201756946
1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,-0.527836273433,-1.56436298771,0.0331668639352,-0.0494417639104,0.823843044846,-0.0216950710993,1.92134305613,-0.297680548641,-1.33454037081,-0.0526803166762,-0.0959244199985,0.512849522636,-0.138354922441,-0.466318004223
1,0,0,0,1,0,0,0,0,0,1,0,0,0,30,-0.558349581826,-0.525967608971,-0.216811389073,0.15423869496,-0.488747185462,-0.20810819533,2.00587656634,-0.490325626583,-0.88473745337,-0.0290290486115,2.21877210566,0.326228232321,-0.0877288493715,-0.504792152037
1,0,1,0,0,0,0,0,0,0,1,0,0,0,30,-0.2332071632,-0.439705369976,0.128324096976,-0.288563987275,0.0164881227886,0.219313028404,2.49381461266,0.161751069997,-2.74723392962,-0.596504122604,-0.132450296024,0.270194197407,-0.0214371706623,-0.0995356735509
1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0.994755074293,-0.391779864757,-0.495527417139,-0.860393932704,-0.355480654598,-0.311201688294,3.2519509067,-0.490325626583,-3.50622583012,-0.0586542177208,-1.28856949794,-1.593601419,-0.905295576053,-0.669851398308
1,1,0,0,0,0,0,0,0,0,0,1,0,0,30,1.69042450086,-0.0116859191286,-0.519374159094,-0.181884383105,-0.53605290024,-0.422233000683,4.56270969387,-0.490325626583,-2.42905796959,0.266861185374,-1.37345839553,-1.48112668974,-0.754089771957,-0.714245517666
1,0,0,1,0,0,0,0,0,0,0,1,0,0,30,1.41389891896,-0.518699608507,-0.519374159094,-0.974004791467,-0.23349013022,-0.311201688294,3.24947630054,-0.127755547198,-3.01402047031,-0.342186933871,-1.13245029602,-1.71559194337,-0.905295576053,-0.959358015503
1,0,0,0,0,1,0,0,0,0,0,1,0,0,30,0.15072782309,-0.273904320958,-0.618909832644,-1.2550330903,-0.121015400961,-0.20810819533,3.1481704488,-0.423211430725,-3.20666554826,-0.138653539786,-1.28856949794,-1.71559194337,-1.15721394969,-1.07038932789
1,0,0,0,1,0,0,0,0,0,0,1,0,0,30,0.402233782549,-0.650703836647,-0.725825036561,-0.941785386055,-0.635588573791,-0.422233000683,3.09540778793,-0.490325626583,-3.90549601354,-0.762090188322,-1.51096191928,-1.53003629022,-1.29661700636,-0.760049207279
1,0,1,0,0,0,0,0,0,0,0,1,0,0,30,0.760894428491,-0.59308180483,-0.671377252539,-1.46368109164,-0.488747185462,-0.0216950710993,3.27889506074,-0.490325626583,-2.13137742095,-0.479690457621,-1.4636562045,-1.48112668974,-1.05641330891,-0.760049207279
1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0.287933069061,0.207057987186,1.08943508358,-0.154362366319,0.983321258853,1.02137365079,1.11048597311,0.326810316267,0.507089173336,0.458908997715,0.957186916461,1.08365792905,0.361387445463,1.1683975317
1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0.811576084964,0.0290552571624,0.551015168798,0.19474105581,0.557056504151,0.425763905872,0.187483372827,0.117356950638,0.65309107176,0.602103633543,0.593374740537,0.189411542691,0.300490924225,0.607682577221
1,0,0,0,0,1,0,0,0,0,0,0,0,0,30,-0.404604507439,-1.17347157576,-0.0168738185644,0.19995572321,1.22239242134,0.0,0.0406419844973,-0.182203331221,-0.062735755348,0.1052720431,0.121306296222,0.597824651658,-0.0171241777912,-0.013805799525
1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,-0.121026782318,-0.0913899232965,-0.178337241259,-0.290213994037,0.0,-0.20810819533,-0.181750436839,-0.328054197684,-0.159152087055,-0.0889005045889,1.75457499376,-0.0173298785379,-0.352573412332,-0.206450877467
1,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0.194749085588,-0.0551875577651,0.173648087485,0.118441457298,0.325240828928,0.181838322986,0.35338090793,-0.0752881273042,-0.0914360676013,0.0508242590777,0.240358967866,0.301980686074,0.0947044239469,0.0931094043915
