TR:SNUC2B:CellLine,TR:EGF,TR:HGF,TR:IGF1,TR:TGFb,TR:TNFa,TR:EGFRi,TR:IKKi,TR:MEKi,TR:PI3Ki,TR:PLXi,TR:TAK1i,TR:TBK1i,TR:mTORi,DA:ALL,DV:AKT,DV:EGFR,DV:ERK,DV:GSK3,DV:IkBa,DV:JNK,DV:MEK,DV:PI3K,DV:RPS6,DV:RSKp90,DV:SMAD2,DV:cJun,DV:mTOR,DV:p38
1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,0.750828247548,0.0201778819376,0.447458976971,0.956684958312,0.144389909335,-0.13750352375,0.302408644168,nan,-0.0616390657924,-0.0848888975865,0.415037499279,0.656045598783,0.0412226627265,0.392317422779
1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,-1.13551497066,-0.195550809118,-0.289506617195,-2.69031550087,-0.247927513444,0.0,0.0614005446641,nan,-1.79099147585,-0.544320516224,-0.447458976971,-0.237039197301,-0.938599455336,-0.415037499279
1,0,0,0,1,0,0,0,0,1,0,0,0,0,30,-0.372554167957,0.0201778819376,-0.13750352375,-2.56478461878,-0.341036917835,0.447458976971,0.186931426748,nan,-1.90963597235,-0.544320516224,0.378511623254,-0.13750352375,-0.899071091149,-0.415037499279
1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,-0.688055993685,0.0597062461243,-0.211504105194,-3.71678771223,-0.341036917835,-0.289506617195,0.0170064253057,nan,-1.99452486993,-0.807354922058,-0.906890595609,-0.237039197301,-0.616671360448,-0.415037499279
1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,-0.688055993685,-0.421826664941,-0.211504105194,-2.78517468721,-0.293731203057,0.0,0.536642678149,0.0848888975865,-1.51535703324,-0.574694165267,-0.621488376746,-0.186413124231,nan,-0.299560281859
1,1,0,0,0,0,0,0,0,0,0,0,0,1,30,0.229481846123,-0.149747119505,0.0,-2.69031550087,-0.341036917835,0.0,4.274394268,0.762960802699,-1.48433013761,-0.959358015503,0.0931094043915,-0.237039197301,nan,-0.192645077942
1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,-0.113819899557,0.207804885113,-0.0671141958585,-3.04541045969,-0.341036917835,-0.289506617195,2.67343128858,0.0430687218919,-1.48433013761,-0.321928094887,0.0473057147784,-0.0443941193585,nan,-0.0931094043915
1,0,0,0,0,1,0,0,0,0,0,0,0,1,30,0.295824340951,-0.195550809118,-0.13750352375,1.7450706438,1.98089117705,-0.289506617195,2.37895019904,-0.13750352375,-0.829465623663,-0.605721060888,-0.383328639552,1.65604559878,nan,0.0874628412503
1,0,0,0,1,0,0,0,0,0,0,0,0,1,30,-0.273018494406,-0.0622842782543,-0.289506617195,1.26979177201,0.211504105194,-0.459431618637,1.97120273569,-0.459431618637,-0.951456148042,-0.807354922058,0.30256277002,0.762960802699,nan,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,-0.425021587851,-0.0622842782543,-0.211504105194,-0.0922968473208,-0.160464672193,-0.289506617195,2.99142101511,0.0430687218919,-1.36649364732,-0.605721060888,-0.263034405834,-0.0443941193585,nan,-0.540568381363
1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,2.60962455496,0.0400774393753,0.125530882084,0.961910226758,0.424497828528,-0.0671141958585,nan,-0.186413124231,0.255701759599,-0.246639967583,0.180572245642,0.710493382805,0.134649526695,0.584962500721
1,1,0,0,0,0,0,0,1,0,0,0,0,0,30,1.75082824755,1.2765176352,0.34792330342,0.269791772009,0.0740005814438,0.241008099504,nan,-0.13750352375,-0.00549598775485,0.425305834733,0.13750352375,0.656045598783,0.0813001021018,0.392317422779
1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,0.762605415324,-0.149747119505,-0.211504105194,-1.25250669393,-0.341036917835,-0.13750352375,nan,0.540568381363,-1.25755927577,0.228268987673,-0.152003093445,0.34792330342,-0.177787119215,0.0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,30,2.39373809748,0.63161259402,0.49476469175,0.550692598636,0.559427408614,0.788495894806,nan,0.86249647625,0.120952347486,0.728697978183,0.616671360448,0.955605880642,-0.0317088597273,0.700439718141
1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,2.99751044797,0.276517635197,0.447458976971,1.40790803522,0.881355503501,0.628031222613,nan,0.277533975529,0.523323434929,0.263034405834,1.30256277002,0.955605880642,0.570955642727,0.857980995128
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,-0.53605290024,-0.50589092973,-0.459431618637,-2.06228427825,-0.247927513444,-0.65207669658,nan,0.0430687218919,-1.75351677043,-0.544320516224,-0.0489096004809,-0.0443941193585,-0.979241439833,-0.540568381363
1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0.0680184234287,-0.195550809118,-0.174029399775,0.678071905113,0.424497828528,-0.211504105194,1.43485894019,-0.343954401217,-0.317819800585,-0.51457317283,0.0703893278914,0.415037499279,-0.360331607189,0.285402218862
1,1,0,0,0,0,0,0,0,0,0,0,1,0,30,-0.00998408857262,0.309684499133,0.295455883526,0.665315897688,0.0,0.0,2.02543504738,-0.13750352375,-0.409562369213,0.192645077942,0.341036917835,0.203533394085,-0.958777337273,0.169925001442
1,0,0,1,0,0,0,0,0,0,0,0,1,0,30,-0.425021587851,-0.342392197447,-0.289506617195,-2.91708636271,-0.0780025120013,-0.13750352375,1.66805811648,0.0430687218919,-1.42420914518,-0.0418201756946,-0.206450877467,0.203533394085,-0.823122237916,-0.192645077942
1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,-0.894506871153,-0.564784618784,-0.371968777387,-2.2048886737,-0.247927513444,-0.289506617195,2.16929126761,0.203533394085,-1.61265423459,-0.321928094887,-0.447458976971,0.203533394085,-1.30116953472,-0.299560281859
1,0,0,0,1,0,0,0,0,0,0,0,1,0,30,-0.720477471378,-0.342392197447,-0.211504105194,0.829820980591,0.211504105194,-0.13750352375,1.68589140957,-0.237039197301,0.255701759599,-0.669851398308,0.616671360448,0.540568381363,-0.154328146391,-0.192645077942
1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,-0.00998408857262,-0.291766124377,-0.0671141958585,0.754736978397,0.337034987278,0.34792330342,2.39421695569,-0.237039197301,0.0271702011655,-0.48542682717,0.30256277002,0.34792330342,-0.301169534721,-0.192645077942
1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,-0.857980995128,-0.242856523896,-0.415037499279,-3.18627299553,-0.293731203057,-0.13750352375,-0.735066061251,0.0,-1.25755927577,-0.703018262243,-0.415037499279,-0.186413124231,-1.464668267,-0.356143810225
1,1,0,0,0,0,0,1,0,0,0,0,0,0,30,-0.970455724386,0.578173335059,-0.552541023029,-3.22374770095,-0.341036917835,0.0,3.0654932993,0.277533975529,-1.64660156651,0.362570079385,0.0473057147784,0.0430687218919,-0.768674453894,-0.415037499279
1,0,0,1,0,0,0,1,0,0,0,0,0,0,30,-0.753644335313,-0.827819024617,-0.552541023029,-1.82781902462,-0.247927513444,1.34792330342,0.302408644168,0.540568381363,-1.48433013761,-0.175086706558,0.552541023029,0.125530882084,-0.804743708601,-0.415037499279
1,0,0,0,0,1,0,1,0,0,0,0,0,0,30,1.45671553053,0.49410907027,0.39854937649,0.836663815747,0.211504105194,0.447458976971,0.710493382805,0.34792330342,0.675326528374,0.228268987673,0.900464326449,0.415037499279,0.828113482224,0.392317422779
1,0,0,0,1,0,0,1,0,0,0,0,0,0,30,2.38614494816,1.24257030327,0.540568381363,0.441214121838,0.144389909335,0.34792330342,1.01700642531,0.656045598783,-1.23156406723,0.51457317283,1.72246602447,0.656045598783,1.2923549795,0.0874628412503
1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,-1.09244624876,0.605140382659,-0.459431618637,-2.28185065551,-0.341036917835,-0.13750352375,0.646363045385,0.125530882084,-1.79099147585,0.330148601692,1.0,-0.0443941193585,-0.0751014552407,-0.299560281859
1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,-0.34701907585,0.0981803939389,-0.0331668639352,0.11703942119,0.0740005814438,0.34792330342,3.22645979093,-0.0901978089716,0.255701759599,0.080170348684,0.321928094887,0.16505924627,-0.275634442613,0.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,30,-0.594946589294,1.02017788194,0.241008099504,0.662751105829,0.0740005814438,0.628031222613,3.48664824255,-0.0443941193585,0.283009105595,0.753360032417,0.222392421336,0.540568381363,-0.380604002215,0.247927513444
1,0,0,1,0,0,0,0,0,0,1,0,0,0,30,-1.22571277963,-0.195550809118,-0.552541023029,-1.71678771223,-0.341036917835,0.125530882084,2.4327481936,-0.237039197301,-1.36649364732,-0.321928094887,-0.206450877467,-0.0443941193585,-1.04243526632,-0.299560281859
1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,-1.37255416796,-0.0204641025597,-0.874469117916,-2.61369421926,-0.440572591386,0.0,2.53467581344,0.125530882084,-1.31099853473,-1.4288432988,-0.658963082165,0.0430687218919,-0.918699897898,-0.299560281859
1,0,0,0,1,0,0,0,0,0,1,0,0,0,30,-0.931981576571,-0.242856523896,0.0,0.82064641841,-0.0780025120013,0.34792330342,2.83399004856,-0.13750352375,0.420512629345,0.192645077942,0.707819248507,0.415037499279,-0.804743708601,0.0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,30,-1.53605290024,-0.827819024617,-0.65207669658,-1.15879225911,-0.341036917835,0.0,-0.175638652637,-0.459431618637,-1.48433013761,-1.22239242134,-0.736965594166,-0.13750352375,-1.68225970208,-0.540568381363
1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0.831318165408,-0.267104070143,-0.552541023029,0.438217869378,-0.118644496499,-0.459431618637,3.43643997601,-0.400537929584,-0.218740026877,-0.544320516224,-0.480625840906,0.0848888975865,-0.657313344946,0.0443941193585
1,1,0,0,0,0,0,0,0,0,0,1,0,0,30,-0.894506871153,0.135655099358,-0.211504105194,-1.84231859431,0.0,0.0,3.97483398614,0.479167836699,-1.20602897513,-0.129283016945,0.0,0.125530882084,-1.17778711922,-0.0931094043915
1,0,0,1,0,0,0,0,0,0,0,1,0,0,30,-0.507483748043,0.0597062461243,-0.0671141958585,0.652446097437,0.211504105194,0.34792330342,4.40825001473,0.415037499279,0.00547513006615,0.678071905113,0.48542682717,0.34792330342,0.110644063684,0.459431618637
1,0,0,0,0,1,0,0,0,0,0,1,0,0,30,-0.39854937649,0.0981803939389,-0.371968777387,-0.0454104596899,-0.247927513444,-0.289506617195,4.03729192615,-0.0443941193585,-0.284031487129,-0.605721060888,-0.263034405834,-0.0443941193585,-1.02106161553,0.0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,30,0.0680184234287,0.309684499133,0.0641303374197,0.488326717676,-0.160464672193,0.0,4.38496713495,0.203533394085,0.0591130936682,-0.0848888975865,0.222392421336,-0.0443941193585,0.0813001021018,0.0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,30,-0.656347133958,-0.242856523896,-0.0671141958585,1.52409193649,0.0740005814438,0.125530882084,3.92088827104,-0.0443941193585,0.436814441674,0.118644496499,-0.0489096004809,0.203533394085,-0.225881407416,0.169925001442
1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,2.29784917643,2.28488110813,0.471305718926,0.62240247128,0.178337241259,0.241008099504,2.61691926749,0.241008099504,0.615717039236,0.425305834733,0.568842835358,0.34792330342,0.266514974569,0.906890595609
1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,-0.640750278907,0.342105976825,-0.101879614019,0.372245836897,-0.0384741478146,0.584962500721,0.130748591355,0.16505924627,0.175400131508,0.118644496499,0.584962500721,0.0,-0.394278939112,0.247927513444
1,0,0,0,0,1,0,0,0,0,0,0,0,0,30,2.44762479446,0.135655099358,-0.0331668639352,0.223553077104,0.0,0.295455883526,0.536642678149,0.16505924627,0.0748231767569,0.0406419844973,0.678071905113,-0.0443941193585,-0.584962500721,0.209453365629
1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,1.09621531526,-0.477321777533,-0.289506617195,0.20428181855,-0.293731203057,-0.211504105194,-0.853710557749,-0.343954401217,-0.655214696818,-0.574694165267,0.0238467419544,-0.13750352375,-1.50861161459,-0.142019004872
1,0,1,0,0,0,0,0,0,0,0,0,0,0,30,2.36698536987,-0.0622842782543,0.184424571137,0.266417045228,-0.0384741478146,-0.0671141958585,-0.0761029790858,-0.13750352375,0.353398433486,-0.401362562382,-0.0740005814438,0.277533975529,-0.0696054674859,0.584962500721
