TR:HT29:CellLine,TR:EGF,TR:HGF,TR:IGF1,TR:TGFb,TR:TNFa,TR:EGFRi,TR:IKKi,TR:MEKi,TR:PI3Ki,TR:PLXmuti,TR:TAK1i,TR:TBK1i,TR:mTORi,DA:ALL,DV:AKT,DV:EGFR,DV:ERK,DV:GSK3,DV:IkBa,DV:JNK,DV:MEK,DV:PI3K,DV:RPS6,DV:RSKp90,DV:SMAD2,DV:cJun,DV:mTOR,DV:p38
1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,1.11547721742,0.457850582818,0.461580085216,0.325166468954,0.532221038649,0.0406419844973,3.2307538954,nan,0.0213736507926,0.149377624038,0.452512204698,0.577766999317,1.07400058144,0.482151695137
1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,-0.383328639552,0.297385910625,0.561115758767,-1.37770134801,0.88452278258,0.0406419844973,2.24077532791,nan,-0.481126689737,0.172836596862,0.424497828528,0.548620653657,0.187458631227,0.482151695137
1,0,0,0,1,0,0,0,0,1,0,0,0,0,30,-0.220390068425,0.712423409903,0.623851514115,0.94211908392,0.650057528943,0.394278939112,3.52503463067,nan,-0.183446141096,0.504042505338,2.53343220008,0.816553858904,0.99308058606,0.482151695137
1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,-0.777607578664,0.179549420331,0.426814667055,0.0979137565269,0.36994960975,-0.222392421336,1.36954611512,nan,-0.451379346343,0.101283335837,0.584962500721,0.103835810985,0.246837178306,0.232173442129
1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,-0.337034987278,0.254317188733,0.354664881299,0.312169128425,0.33518419159,0.080170348684,2.67678537235,-0.0840642647885,-0.17127142715,0.149377624038,0.466318004223,0.409644240509,nan,0.232173442129
1,1,0,0,0,0,0,0,0,0,0,0,0,1,30,-0.112474729258,1.69104975911,1.46158008522,0.699192251534,1.06509502822,0.51457317283,3.17019393518,0.226275855824,1.86464814711,1.18442457114,1.47999294112,1.47306962065,nan,1.4489848312
1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,-0.51457317283,0.406320282178,0.354664881299,0.515788415109,0.532221038649,0.118644496499,3.13645787318,0.226275855824,0.766800823707,-0.166649869409,0.774440299585,0.816553858904,nan,0.51457317283
1,0,0,0,0,1,0,0,0,0,0,0,0,1,30,-0.819427754358,0.379848070817,0.592824618494,0.357156583198,0.835613182099,0.455679483776,1.59461267075,0.178970141045,-0.0660891904578,0.125530882084,0.306661338234,0.978304928901,nan,0.577308928178
1,0,0,0,1,0,0,0,0,0,0,0,0,1,30,-0.658963082165,0.432315490711,0.278716028066,0.565925720671,0.0650950282219,0.118644496499,2.83407860545,-0.0274807364221,-0.574236094128,-0.13750352375,1.81816167701,0.688798311706,nan,0.308122295362
1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,-1.26303440583,0.297385910625,0.592824618494,-0.315862094188,0.299560281859,-0.428843298804,0.344980969524,-0.0840642647885,-0.284729476933,0.0259952085329,0.243925582886,0.518873310263,nan,0.577308928178
1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0.369233809666,0.179549420331,0.113656781796,-0.234942098804,0.0,0.080170348684,nan,-0.0274807364221,-1.06608919046,-0.423807708907,0.670935723831,0.360175564244,-0.323654839607,0.192645077942
1,1,0,0,0,0,0,0,1,0,0,0,0,0,30,4.17658873172,1.35288102322,1.37304341061,0.518620005892,1.24441872767,1.36257007938,nan,0.857042046158,1.57776699932,1.05153030064,1.41028396931,1.57776699932,1.44238798742,0.976916386887
1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,2.25298074117,0.457850582818,0.495527417139,1.11485361895,0.705552641535,0.394278939112,nan,0.130060540564,-0.183446141096,0.388565287918,0.658963082165,0.360175564244,0.760246418002,0.666576266275
1,0,0,0,0,1,0,0,1,0,0,0,0,0,30,1.98185265329,0.352881023216,0.495527417139,0.54107485672,1.56259468769,0.455679483776,nan,0.272079545437,1.06319382649,0.55849028936,0.634715535918,0.840801405151,0.710493382805,0.308122295362
1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,1.26803508689,0.432315490711,0.278716028066,0.793393248183,0.33518419159,0.118644496499,nan,-0.0274807364221,-0.0660891904578,-0.389042290746,2.37412430601,0.29146281416,0.605523823203,0.232173442129
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,2.67242534197,0.57915687904,0.354664881299,0.614378988698,0.650057528943,0.394278939112,nan,0.316473664795,0.606336151514,0.55849028936,0.706268796943,0.29146281416,0.957976785104,0.51457317283
1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,-0.206450877467,0.239670412768,0.156725503687,-1.0,0.745816511748,0.118644496499,0.689224100312,0.178970141045,-0.324622204057,-0.0809199953836,0.321928094887,-0.0437213774293,0.0805434273105,0.192645077942
1,1,0,0,0,0,0,0,0,0,0,0,1,0,30,0.441837558623,1.39314489343,0.951905711799,0.609074956838,0.678071905113,0.394278939112,2.62318182295,0.557481764299,0.425763905872,1.7808827107,0.774440299585,0.518873310263,0.521459558415,0.546282032557
1,0,0,1,0,0,0,0,0,0,0,0,1,0,30,1.4637968112,0.209923069374,0.023458972824,-0.7614879133,0.501194143029,0.118644496499,0.43904296229,0.226275855824,-0.574236094128,-0.13750352375,-0.118644496499,0.0213736507926,0.0999957899767,0.192645077942
1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,-0.69743722998,0.179549420331,0.023458972824,-1.45336561794,0.299560281859,-0.129283016945,1.3421194247,0.130060540564,-0.20810819533,-0.108934371553,-0.0384741478146,0.0631938264872,-0.168200320973,0.192645077942
1,0,0,0,1,0,0,0,0,0,0,0,1,0,30,-0.736965594166,0.179549420331,0.278716028066,-0.952171474909,0.299560281859,0.192645077942,1.71452213449,0.272079545437,-0.365649472317,0.125530882084,1.27563444261,-0.0216950710993,-0.0491476493291,0.270647589944
1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,0.874469117916,0.0843921872904,0.426814667055,0.200223601975,0.36994960975,0.0406419844973,1.10388623988,-0.0840642647885,-0.20810819533,0.905140813659,0.0740005814438,0.103835810985,-0.199564491882,0.232173442129
1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0.373880174522,0.239670412768,0.278716028066,0.42814841477,0.317482189856,0.118644496499,1.36109004704,0.104969559602,0.143364175171,-0.123148230773,0.366782330672,0.326228232321,0.374789909273,0.380272081118
1,1,0,0,0,0,0,1,0,0,0,0,0,0,30,0.169925001442,1.37984807082,0.902152676602,-0.0245223191341,0.88452278258,0.571156701196,1.3421194247,0.664396968216,0.39334242818,0.694373717442,1.14438990934,0.688798311706,0.36945646497,0.880701071628
1,0,0,1,0,0,0,1,0,0,0,0,0,0,30,2.29523322822,0.691049759111,0.528694281074,1.30069960148,1.04372137743,0.625604485219,1.48040393283,0.442004546879,0.518873310263,0.55849028936,0.752072486556,0.816553858904,0.899971181669,0.666576266275
1,0,0,0,0,1,0,1,0,0,0,0,0,0,30,-0.0867116331933,0.297385910625,0.426814667055,-0.266280065337,0.469485283301,0.0406419844973,0.250473296777,0.401362562382,0.123735368422,0.172836596862,0.47999294112,0.457472765599,-0.215506035751,0.308122295362
1,0,0,0,1,0,0,1,0,0,0,0,0,0,30,-0.220390068425,0.406320282178,0.317190175881,0.60375135286,0.147557188414,0.330148601692,0.565466325095,0.272079545437,-0.135351852895,0.0,1.63471553592,0.39334242818,0.269920791419,0.270647589944
1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,0.68556644166,0.209923069374,1.04654258594,-0.153805336079,0.403896941674,0.51457317283,0.583347844659,0.763932641766,0.715270523067,0.408464845355,1.1271119179,0.518873310263,0.337034987278,0.344648171387
1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,-0.321928094887,0.0512253233552,-0.175849835399,0.129746087095,-0.0916304754656,-0.0848888975865,-2.37367846952,-0.173331602886,-0.876264631578,-0.65207669658,0.0188590272513,-0.0216950710993,-0.129930304045,-0.046542585937
1,1,0,0,0,0,0,0,0,0,1,0,0,0,30,1.39689015257,1.64732838168,1.0,0.823474587421,0.977632186972,0.870716983055,2.11622183423,0.763932641766,1.10383581098,0.661583782324,0.860596943335,0.48849966122,0.957976785104,0.637429920615
1,0,0,1,0,0,0,0,0,0,1,0,0,0,30,2.05600540973,0.457850582818,0.239187663879,0.455003906596,0.33518419159,0.192645077942,-1.90628556518,0.130060540564,-0.0216950710993,0.101283335837,0.275634442613,0.29146281416,0.816202823976,0.380272081118
1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,0.847996906555,0.14852252471,-0.123382415505,0.299053628635,0.501194143029,-0.321928094887,-0.593459677398,-0.0840642647885,-0.60665757182,-0.389042290746,0.0374747054187,0.326228232321,0.292640867919,0.152003093445
1,0,0,0,1,0,0,0,0,0,1,0,0,0,30,1.32192809489,0.239670412768,0.0692626624371,0.302343698569,0.106915203917,-0.129283016945,-1.20236023278,0.0269670476003,-0.365649472317,-0.257797757468,1.61005348168,0.219313028404,0.421923884864,0.11018291775
1,0,1,0,0,0,0,0,0,0,1,0,0,0,30,0.894009304312,0.179549420331,0.113656781796,0.47846287942,0.225559700415,0.394278939112,-0.776225024613,0.0269670476003,-0.542527234401,-0.166649869409,0.178337241259,0.0213736507926,0.211504105194,0.11018291775
1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,2.01495034147,0.100693999619,-0.149377624038,0.0320612092323,0.02202630633,-0.0418201756946,-0.452639611863,-0.0840642647885,-0.451379346343,-0.423807708907,-0.160464672193,-0.0660891904578,0.437299110751,0.152003093445
1,1,0,0,0,0,0,0,0,0,0,1,0,0,30,4.43851465111,1.419376435,0.317190175881,0.0979137565269,0.106915203917,0.0406419844973,3.69053709075,0.130060540564,0.29146281416,0.610957709254,0.109624491174,0.0631938264872,0.432192220318,0.308122295362
1,0,0,1,0,0,0,0,0,0,0,1,0,0,30,3.96885875581,0.268816758428,0.0692626624371,0.409962942373,0.106915203917,-0.0418201756946,0.0777476864171,-0.0274807364221,0.360175564244,0.101283335837,-0.0384741478146,0.0213736507926,0.36945646497,0.11018291775
1,0,0,0,0,1,0,0,0,0,0,1,0,0,30,1.42402628251,-0.0531113364596,-0.0238467419544,-0.62398438955,0.0650950282219,-0.222392421336,-1.75156297038,-0.268488835926,-0.365649472317,-0.355094958823,-0.293731203057,-0.20810819533,-0.349807127463,-0.0703893278914
1,0,0,0,1,0,0,0,0,0,0,1,0,0,30,0.510961919277,0.0512253233552,0.0692626624371,-1.7478129764,0.02202630633,-0.222392421336,-3.11064406368,0.316473664795,-0.51150033878,-0.289506617195,-0.203533394085,0.143364175171,-0.776621794518,0.0671141958585
1,0,1,0,0,0,0,0,0,0,0,1,0,0,30,0.640003864279,-0.0896372124847,-0.175849835399,-1.46450617554,-0.11547721742,-0.321928094887,-2.21916852046,-0.142957953842,-0.74416109557,-0.611434712082,-0.247927513444,-0.20810819533,-0.641269941623,0.0227200765001
1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,1.80046853647,2.16023594527,1.70588728298,0.684137905812,0.705552641535,1.2457564144,2.95263376822,1.01354653184,1.18657624199,1.3375813592,1.32192809489,0.648156327208,1.18138411682,0.965234581839
1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,2.65916344256,0.624960568653,0.783508180103,0.706660922438,0.547487795302,0.455679483776,2.45634752362,0.316473664795,1.555962629,0.337581359199,0.706268796943,0.548620653657,0.921997487999,0.65207669658
1,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0.847996906555,0.254317188733,0.512206158286,0.443129806308,0.758991900496,0.296981737757,2.53111974713,0.421826664941,0.961816806112,0.504042505338,0.452512204698,0.533823651729,0.658963082165,0.362570079385
1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0.678071905113,0.0843921872904,0.135351852895,-1.06210550194,0.147557188414,0.080170348684,1.28862611974,0.104969559602,-0.123574685119,0.0890050060587,0.572251448972,0.162729500038,-0.0138721745816,0.0450878895285
1,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0.831201664012,0.352881023216,0.461580085216,-0.456142702609,0.33518419159,0.263034405834,-0.511809388381,0.421826664941,0.308950240889,0.428093652104,0.178337241259,0.273760812427,0.187458631227,0.432111012638
