TR:CCK81:CellLine,TR:EGF,TR:HGF,TR:IGF1,TR:TGFb,TR:TNFa,TR:EGFRi,TR:IKKi,TR:MEKi,TR:PI3Ki,TR:PLXi,TR:TAK1i,TR:TBK1i,TR:mTORi,DA:ALL,DV:AKT,DV:EGFR,DV:ERK,DV:GSK3,DV:IkBa,DV:JNK,DV:MEK,DV:PI3K,DV:RPS6,DV:RSKp90,DV:SMAD2,DV:cJun,DV:mTOR,DV:p38
1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,0.0841503127844,0.342392197447,0.30256277002,-0.520219735971,0.443606651476,0.700439718141,-0.0752881273042,nan,0.603109847431,0.195550809118,0.321928094887,0.456857674973,-0.408673593764,0.609210046968
1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,-2.04477422608,0.146841388329,0.180572245642,-1.24511249784,2.6322682155,0.369233809666,0.609210046968,nan,0.281181752544,-0.339486466272,-0.0406419844973,0.185555653156,-0.569736026496,0.326810316267
1,0,0,0,1,0,0,0,0,1,0,0,0,0,30,-2.17601875935,0.192645077942,-0.0489096004809,-1.09310940439,0.0,0.222392421336,0.4027591695,nan,0.250808103501,-0.339486466272,0.384663850235,-0.0285691521968,-0.460388630308,0.204819791888
1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,0.411231917961,0.342392197447,0.765534746363,0.361943773735,0.815575428863,1.02974734339,3.26710407014,nan,1.38271977901,0.878693703778,0.530514716699,0.942284502144,0.539611369692,0.924711872696
1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,-4.48654209097,0.135159583282,0.180572245642,-0.0938610038046,0.0565835283664,-0.0303736490435,2.67768978485,-0.0430687218919,0.396658969964,-0.159780444037,0.0,0.0554951125917,nan,-0.0246620542343
1,1,0,0,0,0,0,0,0,0,0,0,0,1,30,-2.13983642305,3.92735469817,3.33151414372,2.03135659626,3.20789285164,3.18982455888,6.88243581025,2.21631790693,3.76499752981,3.12528847344,2.97982211806,3.3162593448,nan,3.3509766274
1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,-3.70704245297,0.215012890971,0.180572245642,0.397674632948,0.111031312389,0.11547721742,2.06572418222,0.082462160192,0.053771256441,-0.339486466272,-0.0406419844973,0.082462160192,nan,0.204819791888
1,0,0,0,0,1,0,0,0,0,0,0,0,1,30,-4.3459437608,0.215012890971,0.180572245642,0.0140204703149,2.48542682717,0.0,3.09463687414,0.0,0.503574173881,-0.146841388329,0.0395283641866,0.234465253637,nan,0.0242475462467
1,0,0,0,1,0,0,0,0,0,0,0,0,1,30,-4.47522677774,0.321928094887,0.341036917835,1.00772811463,-0.120294233718,-0.0614005446641,3.39812772077,-0.0874628412503,0.0885366746017,-0.0962153152593,0.321928094887,0.0280143761696,nan,0.071553261025
1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,-3.27555443291,0.567684509289,1.55254102303,1.64655871015,1.16349873228,1.24792751344,5.65506069855,0.770518153877,2.06254146607,1.53765678594,1.01989955744,1.64950275292,nan,1.4027591695
1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,-0.0942246681913,0.0752881273042,0.0473057147784,0.250298417906,-0.0291463456595,-0.0303736490435,nan,0.0,-0.195256291399,-0.134017347972,0.0395283641866,-0.148863385914,-0.0309437072083,0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,30,3.26750369878,3.4780472968,1.55254102303,2.05120894091,2.13750352375,1.73696559417,nan,2.02106161553,2.51000044304,2.12261928666,1.79585928322,1.88216350971,1.60397061549,1.8722444528
1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,1.5557851297,0.0995356735509,0.263034405834,0.854089179871,0.310340120612,0.321928094887,nan,0.234465253637,0.825502268768,0.689659879388,0.321928094887,0.185555653156,0.945405024727,0.28728195208
1,0,0,0,0,1,0,0,1,0,0,0,0,0,30,-0.0764830858041,0.0,0.0931094043915,0.417852514886,2.59454854955,0.169925001442,nan,-0.0874628412503,0.188072348153,-0.226275855824,0.222392421336,0.0280143761696,0.235995153081,0.246639967583
1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,-0.111092122734,0.215012890971,0.0473057147784,0.157346935363,0.111031312389,0.169925001442,nan,0.160464672193,0.15565087046,-0.121306296222,0.637429920615,-0.0874628412503,-0.227503835154,0.117356950638
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,2.82769768688,0.716207033999,1.26303440583,1.47015043527,1.56559717585,1.29768054864,nan,1.40439025508,1.95360709452,1.78051330984,1.18762700318,1.37196877739,1.26494652678,1.26710407014
1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0.891095436504,0.146841388329,0.60090404459,0.198445041452,0.286881147788,0.0,5.23370091188,0.082462160192,0.204013892022,1.07922669115,-0.082462160192,0.537028023657,0.339424742737,0.071553261025
1,1,0,0,0,0,0,0,0,0,0,0,1,0,30,3.09249168011,3.78323212786,2.50250034053,1.85057754721,1.78240856493,1.52356195606,7.26074016463,1.77051815388,2.62695658939,3.06817150264,1.38466385024,2.01407518521,1.17967154635,1.6409189067
1,0,0,1,0,0,0,0,0,0,0,0,1,0,30,2.45569531938,0.301169534721,0.678071905113,1.24852060494,0.604071323669,0.0588936890536,4.99617423525,0.371968777387,0.368644593794,1.68965987939,0.11547721742,0.575502171472,0.555321452781,0.246639967583
1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,0.985229118567,0.169925001442,0.736965594166,0.5802585675,2.55581615506,0.169925001442,5.24985668027,0.304854581528,0.053771256441,1.19555080912,0.187627003176,0.819427754358,0.496861722233,0.28728195208
1,0,0,0,1,0,0,0,0,0,0,0,1,0,30,0.758991900496,0.237039197301,0.821029858955,0.689997971419,0.400537929584,-0.0614005446641,5.36587755558,0.082462160192,-0.133855746735,0.976541027176,0.688055993685,0.575502171472,0.616504969232,0.071553261025
1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,2.92070894298,0.74723392962,2.22239242134,1.54641219512,1.56559717585,1.22239242134,6.75239482182,1.37196877739,1.8560905886,2.77031754273,1.13385574673,1.86673346914,1.07093590681,1.22588140742
1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,-0.474522508731,0.0255350921071,0.0703893278914,-0.233471091401,-0.0588936890536,0.222392421336,0.4027591695,0.121990524379,0.368644593794,-0.071553261025,0.0198995574377,-0.0577154978563,-0.183381281922,0.139724763667
1,1,0,0,0,0,0,1,0,0,0,0,0,0,30,2.97482455953,3.70242008227,3.30742852519,1.3949985145,3.62293035092,3.56985560833,6.10426557534,2.86673346914,4.35977735604,3.29610210752,3.39993060689,3.55157633223,1.58368634403,3.67959937486
1,0,0,1,0,0,0,1,0,0,0,0,0,0,30,1.29543711517,0.146841388329,0.45066140901,1.47623990632,0.526068811668,0.584962500721,-0.154722594799,0.304854581528,0.944146765266,0.660513533728,0.502500340529,0.575502171472,1.05996478899,0.474908955256
1,0,0,0,0,1,0,1,0,0,0,0,0,0,30,-0.373251106793,0.0995356735509,0.263034405834,0.172427508645,0.97085365434,0.369233809666,0.54362170534,0.234465253637,0.626956589386,0.175086706558,0.289506617195,0.327574658029,0.318096233296,0.326810316267
1,0,0,0,1,0,0,1,0,0,0,0,0,0,30,-0.51812473618,0.0752881273042,0.180572245642,0.219168520462,-0.0588936890536,0.169925001442,0.384143491333,0.0,0.21978120788,-0.172836596862,0.637429920615,0.082462160192,0.0190081147671,0.117356950638
1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,2.67499650494,1.30116953472,2.31227792485,1.6613327528,2.58496250072,2.58496250072,4.12438421753,1.93490497178,3.95124782164,2.54962942761,2.28950661719,2.53702802366,1.51839488378,2.67194580232
1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,-0.487252253446,-0.0259952085329,0.11547721742,-0.175041259471,0.13750352375,0.0874628412503,2.95813487423,0.0418201756946,0.856090588601,0.195550809118,0.0395283641866,0.082462160192,0.0997907694831,0.204819791888
1,1,0,0,0,0,0,0,0,0,1,0,0,0,30,2.66703986089,3.66025062803,3.25298074117,1.24852060494,3.42223300068,3.41503749928,6.90096911589,2.68072148353,4.27741983375,3.6099531796,3.17880315279,3.4924815847,1.55271495697,3.66425141053
1,0,0,1,0,0,0,0,0,0,1,0,0,0,30,1.52230556978,0.402098443571,0.847996906555,1.04028972103,1.0,0.969626350956,2.19417254769,0.667424660913,1.55420024695,0.952694285222,0.830074998558,1.0,1.08903771319,0.975337945766
1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,-0.151046231124,0.321928094887,0.900464326449,0.954196310387,2.68706068834,0.772589503897,4.02574957141,0.556393348524,1.38271977901,0.827163403138,0.611434712082,1.0,0.829596572076,0.872244452802
1,0,0,0,1,0,0,0,0,0,1,0,0,0,30,-0.409137587284,0.215012890971,0.415037499279,0.764042217307,0.163498732283,0.273018494406,3.60318625934,0.234465253637,0.503574173881,0.403355694231,0.736965594166,0.327574658029,0.596397395783,0.28728195208
1,0,1,0,0,0,0,0,0,0,1,0,0,0,30,2.56745859448,1.18132976471,2.45066140901,1.61470984412,2.48542682717,2.43740531231,6.22522786492,1.93490497178,3.55420024695,2.68965987939,2.30580842952,2.68512666265,1.40736357139,2.60921004697
1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0.826555184309,0.0128240403576,-0.0740005814438,-0.644648903575,0.0,0.0297473433941,2.62910960441,0.160464672193,0.0,0.164744762337,-0.192645077942,-0.0285691521968,-0.586877159318,0.048094288201
1,1,0,0,0,0,0,0,0,0,0,1,0,0,30,3.22239242134,3.716207034,1.04730571478,1.31514956226,1.54596836911,1.32192809489,6.72005581566,1.88981708225,1.67349917532,2.05142823881,1.078002512,1.16046467219,1.16267847544,1.11735695064
1,0,0,1,0,0,0,0,0,0,0,1,0,0,30,2.32425722788,0.215012890971,0.0931094043915,0.763212366814,0.263034405834,0.273018494406,1.70231945136,0.304854581528,0.0181473467103,1.0,0.0,0.0280143761696,0.480498276024,0.161751069997
1,0,0,0,0,1,0,0,0,0,0,1,0,0,30,1.15412984234,0.05062607307,-0.152003093445,-0.322280358359,0.263034405834,0.0588936890536,3.16175107,0.160464672193,-0.133855746735,0.312590230308,-0.311944006315,-0.212993723334,-0.273018494406,-0.0246620542343
1,0,0,0,1,0,0,0,0,0,0,1,0,0,30,0.924051146767,0.0752881273042,0.0473057147784,0.0525680508042,0.0,0.0588936890536,2.8350333737,0.082462160192,-0.0558532347335,0.111892880071,-0.0406419844973,-0.0874628412503,-0.282296307994,0.117356950638
1,0,1,0,0,0,0,0,0,0,0,1,0,0,30,2.75689430634,0.382469636822,0.48542682717,0.965062756745,0.748461233004,0.736965594166,6.43872138268,1.12199052438,0.783682093073,1.5615035279,0.444784842673,0.497499659471,0.807901500977,0.54362170534
1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,3.0804408141,4.01919356523,2.86129372917,1.74525414196,3.10433665981,3.12584393298,5.85206657086,2.54189377883,4.15257366693,3.091563351,2.98742193392,3.12523618388,1.67998402606,3.29477648863
1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,1.68369842606,0.111508315217,0.30256277002,1.06877827799,0.400537929584,0.415037499279,-0.21021770739,0.371968777387,0.603109847431,0.793996539203,0.353636954615,0.371968777387,0.941425173815,0.421137698815
1,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0.26792461637,0.0255350921071,0.222392421336,0.259154768867,2.76977173925,0.196397212804,0.267104070143,0.160464672193,0.188072348153,0.0901978089716,0.0,0.21021770739,0.222939000256,0.183446141096
1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,-0.00966037293287,0.0995356735509,0.20163386117,0.453785055496,0.111031312389,0.142957953842,0.194172547689,0.160464672193,0.266074860154,-0.071553261025,0.760812336121,0.0554951125917,0.162678475439,0.225881407416
1,0,1,0,0,0,0,0,0,0,0,0,0,0,30,2.75111014727,0.893084796083,1.75132088714,1.42259043389,1.90303827011,1.83289001416,4.0996375552,1.62678267642,3.00455828196,2.23562824849,1.73094180654,1.94228450214,1.42457286143,2.03024628687
